ID_TERRITORIO,CODIGO,ID_NIVEL_TERRITORIAL,DESCRIPCION,ID_TERRITORIO_PADRE,PATH_DESCRIPCION,PATH_ID,PATH_CODIGO,NOMECLATURA,PATH_NOMECLATURA
1179,55,5,MULTITUD,351,"ECUADOR CHIMBORAZO ALAUSÍ MULTITUD","1,7,351,1179","593 06 02 55",MUL,"EC CHI ALA MUL"
1180,56,5,"PISTISHÍ (NARIZ DEL DIABLO)",351,"ECUADOR CHIMBORAZO ALAUSÍ PISTISHÍ (NARIZ DEL DIABLO)","1,7,351,1180","593 06 02 56",PIS,"EC CHI ALA PIS"
1181,57,5,PUMALLACTA,351,"ECUADOR CHIMBORAZO ALAUSÍ PUMALLACTA","1,7,351,1181","593 06 02 57",PUM,"EC CHI ALA PUM"
1182,58,5,SEVILLA,351,"ECUADOR CHIMBORAZO ALAUSÍ SEVILLA","1,7,351,1182","593 06 02 58",SEV,"EC CHI ALA SEV"
1183,59,5,SIBAMBE,351,"ECUADOR CHIMBORAZO ALAUSÍ SIBAMBE","1,7,351,1183","593 06 02 59",SIB,"EC CHI ALA SIB"
1184,60,5,TIXÁN,351,"ECUADOR CHIMBORAZO ALAUSÍ TIXÁN","1,7,351,1184","593 06 02 60",TIX,"EC CHI ALA TIX"
1185,50,8,"VILLA LA UNIÓN (CAJABAMBA), CABECERA CANTONAL",352,"ECUADOR CHIMBORAZO COLTA VILLA LA UNIÓN (CAJABAMBA), CABECERA CANTONAL","1,7,352,1185","593 06 03 50",VIL,"EC CHI COL VIL"
1186,01,4,CAJABAMBA,352,"ECUADOR CHIMBORAZO COLTA CAJABAMBA","1,7,352,1186","593 06 03 01",CAJ,"EC CHI COL CAJ"
1187,02,4,SICALPA,352,"ECUADOR CHIMBORAZO COLTA SICALPA","1,7,352,1187","593 06 03 02",SIC,"EC CHI COL SIC"
1188,51,5,CAÑI,352,"ECUADOR CHIMBORAZO COLTA CAÑI","1,7,352,1188","593 06 03 51",CAÑ,"EC CHI COL CAÑ"
1189,52,5,COLUMBE,352,"ECUADOR CHIMBORAZO COLTA COLUMBE","1,7,352,1189","593 06 03 52",COL,"EC CHI COL COL"
1190,53,5,"JUAN DE VELASCO (PANGOR)",352,"ECUADOR CHIMBORAZO COLTA JUAN DE VELASCO (PANGOR)","1,7,352,1190","593 06 03 53",JUA,"EC CHI COL JUA"
1191,54,5,"SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO)",352,"ECUADOR CHIMBORAZO COLTA SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO)","1,7,352,1191","593 06 03 54",SAN,"EC CHI COL SAN"
1192,50,8,"CHAMBO, CABECERA CANTONAL",353,"ECUADOR CHIMBORAZO CHAMBO CHAMBO, CABECERA CANTONAL","1,7,353,1192","593 06 04 50",CHA,"EC CHI CHA CHA"
1193,50,8,"CHUNCHI, CABECERA CANTONAL",354,"ECUADOR CHIMBORAZO CHUNCHI CHUNCHI, CABECERA CANTONAL","1,7,354,1193","593 06 05 50",CHU,"EC CHI CHU CHU"
1194,51,5,CAPZOL,354,"ECUADOR CHIMBORAZO CHUNCHI CAPZOL","1,7,354,1194","593 06 05 51",CAP,"EC CHI CHU CAP"
1195,52,5,COMPUD,354,"ECUADOR CHIMBORAZO CHUNCHI COMPUD","1,7,354,1195","593 06 05 52",COM,"EC CHI CHU COM"
1196,53,5,GONZOL,354,"ECUADOR CHIMBORAZO CHUNCHI GONZOL","1,7,354,1196","593 06 05 53",GON,"EC CHI CHU GON"
1197,54,5,LLAGOS,354,"ECUADOR CHIMBORAZO CHUNCHI LLAGOS","1,7,354,1197","593 06 05 54",LLA,"EC CHI CHU LLA"
1198,50,8,"GUAMOTE, CABECERA CANTONAL",355,"ECUADOR CHIMBORAZO GUAMOTE GUAMOTE, CABECERA CANTONAL","1,7,355,1198","593 06 06 50",GUA,"EC CHI GUA GUA"
1199,51,5,CEBADAS,355,"ECUADOR CHIMBORAZO GUAMOTE CEBADAS","1,7,355,1199","593 06 06 51",CEB,"EC CHI GUA CEB"
1200,52,5,PALMIRA,355,"ECUADOR CHIMBORAZO GUAMOTE PALMIRA","1,7,355,1200","593 06 06 52",PAL,"EC CHI GUA PAL"
1201,50,8,"GUANO, CABECERA CANTONAL",356,"ECUADOR CHIMBORAZO GUANO GUANO, CABECERA CANTONAL","1,7,356,1201","593 06 07 50",GUA,"EC CHI GUA GUA"
1202,01,4,"EL ROSARIO",356,"ECUADOR CHIMBORAZO GUANO EL ROSARIO","1,7,356,1202","593 06 07 01",ELR,"EC CHI GUA ELR"
1203,02,4,"LA MATRIZ",356,"ECUADOR CHIMBORAZO GUANO LA MATRIZ","1,7,356,1203","593 06 07 02",LAM,"EC CHI GUA LAM"
1204,51,5,GUANANDO,356,"ECUADOR CHIMBORAZO GUANO GUANANDO","1,7,356,1204","593 06 07 51",GUA,"EC CHI GUA GUA"
1205,52,5,ILAPO,356,"ECUADOR CHIMBORAZO GUANO ILAPO","1,7,356,1205","593 06 07 52",ILA,"EC CHI GUA ILA"
1206,53,5,"LA PROVIDENCIA",356,"ECUADOR CHIMBORAZO GUANO LA PROVIDENCIA","1,7,356,1206","593 06 07 53",LAP,"EC CHI GUA LAP"
1207,54,5,"SAN ANDRÉS",356,"ECUADOR CHIMBORAZO GUANO SAN ANDRÉS","1,7,356,1207","593 06 07 54",SAN,"EC CHI GUA SAN"
1208,55,5,"SAN GERARDO DE PACAICAGUÁN",356,"ECUADOR CHIMBORAZO GUANO SAN GERARDO DE PACAICAGUÁN","1,7,356,1208","593 06 07 55",SAN,"EC CHI GUA SAN"
1209,56,5,"SAN ISIDRO DE PATULÚ",356,"ECUADOR CHIMBORAZO GUANO SAN ISIDRO DE PATULÚ","1,7,356,1209","593 06 07 56",SAN,"EC CHI GUA SAN"
1210,57,5,"SAN JOSÉ DEL CHAZO",356,"ECUADOR CHIMBORAZO GUANO SAN JOSÉ DEL CHAZO","1,7,356,1210","593 06 07 57",SAN,"EC CHI GUA SAN"
1211,58,5,"SANTA FÉ DE GALÁN",356,"ECUADOR CHIMBORAZO GUANO SANTA FÉ DE GALÁN","1,7,356,1211","593 06 07 58",SAN,"EC CHI GUA SAN"
1212,59,5,VALPARAÍSO,356,"ECUADOR CHIMBORAZO GUANO VALPARAÍSO","1,7,356,1212","593 06 07 59",VAL,"EC CHI GUA VAL"
1213,50,8,"PALLATANGA, CABECERA CANTONAL",357,"ECUADOR CHIMBORAZO PALLATANGA PALLATANGA, CABECERA CANTONAL","1,7,357,1213","593 06 08 50",PAL,"EC CHI PAL PAL"
1214,50,8,"PENIPE, CABECERA CANTONAL",358,"ECUADOR CHIMBORAZO PENIPE PENIPE, CABECERA CANTONAL","1,7,358,1214","593 06 09 50",PEN,"EC CHI PEN PEN"
1215,51,5,"EL ALTAR",358,"ECUADOR CHIMBORAZO PENIPE EL ALTAR","1,7,358,1215","593 06 09 51",ELA,"EC CHI PEN ELA"
1216,52,5,MATUS,358,"ECUADOR CHIMBORAZO PENIPE MATUS","1,7,358,1216","593 06 09 52",MAT,"EC CHI PEN MAT"
1217,53,5,PUELA,358,"ECUADOR CHIMBORAZO PENIPE PUELA","1,7,358,1217","593 06 09 53",PUE,"EC CHI PEN PUE"
1218,54,5,"SAN ANTONIO DE BAYUSHIG",358,"ECUADOR CHIMBORAZO PENIPE SAN ANTONIO DE BAYUSHIG","1,7,358,1218","593 06 09 54",SAN,"EC CHI PEN SAN"
1219,55,5,"LA CANDELARIA",358,"ECUADOR CHIMBORAZO PENIPE LA CANDELARIA","1,7,358,1219","593 06 09 55",LAC,"EC CHI PEN LAC"
1220,56,5,"BILBAO (CAB.EN QUILLUYACU)",358,"ECUADOR CHIMBORAZO PENIPE BILBAO (CAB.EN QUILLUYACU)","1,7,358,1220","593 06 09 56",BIL,"EC CHI PEN BIL"
1221,50,8,"CUMANDÁ, CABECERA CANTONAL",359,"ECUADOR CHIMBORAZO CUMANDÁ CUMANDÁ, CABECERA CANTONAL","1,7,359,1221","593 06 10 50",CUM,"EC CHI CUM CUM"
1222,50,8,"MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",400,"ECUADOR EL ORO MACHALA MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL","1,8,400,1222","593 07 01 50",MAC,"EC EOR MAC MAC"
1223,01,4,"LA PROVIDENCIA",400,"ECUADOR EL ORO MACHALA LA PROVIDENCIA","1,8,400,1223","593 07 01 01",LAP,"EC EOR MAC LAP"
1224,02,4,MACHALA,400,"ECUADOR EL ORO MACHALA MACHALA","1,8,400,1224","593 07 01 02",MAC,"EC EOR MAC MAC"
1225,03,4,"PUERTO BOLÍVAR",400,"ECUADOR EL ORO MACHALA PUERTO BOLÍVAR","1,8,400,1225","593 07 01 03",PUE,"EC EOR MAC PUE"
1226,04,4,"NUEVE DE MAYO",400,"ECUADOR EL ORO MACHALA NUEVE DE MAYO","1,8,400,1226","593 07 01 04",NUE,"EC EOR MAC NUE"
1227,05,4,"EL CAMBIO (URBANA)",400,"ECUADOR EL ORO MACHALA EL CAMBIO","1,8,400,1227","593 07 01 05",ELC,"EC EOR MAC ELC"
1228,52,5,"EL RETIRO",400,"ECUADOR EL ORO MACHALA EL RETIRO","1,8,400,1228","593 07 01 52",ELR,"EC EOR MAC ELR"
1229,50,8,"ARENILLAS, CABECERA CANTONAL",401,"ECUADOR EL ORO ARENILLAS ARENILLAS, CABECERA CANTONAL","1,8,401,1229","593 07 02 50",ARE,"EC EOR ARE ARE"
1230,51,5,CHACRAS,401,"ECUADOR EL ORO ARENILLAS CHACRAS","1,8,401,1230","593 07 02 51",CHA,"EC EOR ARE CHA"
1231,54,5,PALMALES,401,"ECUADOR EL ORO ARENILLAS PALMALES","1,8,401,1231","593 07 02 54",PAL,"EC EOR ARE PAL"
1232,55,5,CARCABÓN,401,"ECUADOR EL ORO ARENILLAS CARCABÓN","1,8,401,1232","593 07 02 55",CAR,"EC EOR ARE CAR"
1233,50,8,"PACCHA, CABECERA CANTONAL",402,"ECUADOR EL ORO ATAHUALPA PACCHA, CABECERA CANTONAL","1,8,402,1233","593 07 03 50",PAC,"EC EOR ATA PAC"
1234,51,5,AYAPAMBA,402,"ECUADOR EL ORO ATAHUALPA AYAPAMBA","1,8,402,1234","593 07 03 51",AYA,"EC EOR ATA AYA"
1235,52,5,CORDONCILLO,402,"ECUADOR EL ORO ATAHUALPA CORDONCILLO","1,8,402,1235","593 07 03 52",COR,"EC EOR ATA COR"
1236,53,5,MILAGRO,402,"ECUADOR EL ORO ATAHUALPA MILAGRO","1,8,402,1236","593 07 03 53",MIL,"EC EOR ATA MIL"
1237,54,5,"SAN JOSÉ",402,"ECUADOR EL ORO ATAHUALPA SAN JOSÉ","1,8,402,1237","593 07 03 54",SAN,"EC EOR ATA SAN"
1238,55,5,"SAN JUAN DE CERRO AZUL",402,"ECUADOR EL ORO ATAHUALPA SAN JUAN DE CERRO AZUL","1,8,402,1238","593 07 03 55",SAN,"EC EOR ATA SAN"
1239,50,8,"BALSAS, CABECERA CANTONAL",403,"ECUADOR EL ORO BALSAS BALSAS, CABECERA CANTONAL","1,8,403,1239","593 07 04 50",BAL,"EC EOR BAL BAL"
1240,51,5,BELLAMARÍA,403,"ECUADOR EL ORO BALSAS BELLAMARÍA","1,8,403,1240","593 07 04 51",BEL,"EC EOR BAL BEL"
1241,50,8,"CHILLA, CABECERA CANTONAL",404,"ECUADOR EL ORO CHILLA CHILLA, CABECERA CANTONAL","1,8,404,1241","593 07 05 50",CHI,"EC EOR CHI CHI"
1242,50,8,"EL GUABO, CABECERA CANTONAL",405,"ECUADOR EL ORO EL GUABO EL GUABO, CABECERA CANTONAL","1,8,405,1242","593 07 06 50",ELG,"EC EOR EGU ELG"
1243,51,5,"BARBONES (SUCRE) ",405,"ECUADOR EL ORO EL GUABO BARBONES (SUCRE) ","1,8,405,1243","593 07 06 51",BAR,"EC EOR EGU BAR"
1244,52,5,"LA IBERIA",405,"ECUADOR EL ORO EL GUABO LA IBERIA","1,8,405,1244","593 07 06 52",LAI,"EC EOR EGU LAI"
1245,53,5,"TENDALES (CAB.EN PUERTO TENDALES)",405,"ECUADOR EL ORO EL GUABO TENDALES (CAB.EN PUERTO TENDALES)","1,8,405,1245","593 07 06 53",TEN,"EC EOR EGU TEN"
1246,54,5,"RÍO BONITO",405,"ECUADOR EL ORO EL GUABO RÍO BONITO","1,8,405,1246","593 07 06 54",RÍO,"EC EOR EGU RÍO"
1247,50,8,"HUAQUILLAS, CABECERA CANTONAL",406,"ECUADOR EL ORO HUAQUILLAS HUAQUILLAS, CABECERA CANTONAL","1,8,406,1247","593 07 07 50",HUA,"EC EOR HUA HUA"
1248,01,4,ECUADOR,406,"ECUADOR EL ORO HUAQUILLAS ECUADOR","1,8,406,1248","593 07 07 01",ECU,"EC EOR HUA ECU"
1249,02,4,"EL PARAÍSO",406,"ECUADOR EL ORO HUAQUILLAS EL PARAÍSO","1,8,406,1249","593 07 07 02",ELP,"EC EOR HUA ELP"
1250,03,4,HUALTACO,406,"ECUADOR EL ORO HUAQUILLAS HUALTACO","1,8,406,1250","593 07 07 03",HUA,"EC EOR HUA HUA"
1251,04,4,"MILTON REYES",406,"ECUADOR EL ORO HUAQUILLAS MILTON REYES","1,8,406,1251","593 07 07 04",MIL,"EC EOR HUA MIL"
1252,05,4,"UNIÓN LOJANA",406,"ECUADOR EL ORO HUAQUILLAS UNIÓN LOJANA","1,8,406,1252","593 07 07 05",UNI,"EC EOR HUA UNI"
1253,50,8,"MARCABELÍ, CABECERA CANTONAL",407,"ECUADOR EL ORO MARCABELÍ MARCABELÍ, CABECERA CANTONAL","1,8,407,1253","593 07 08 50",MAR,"EC EOR MAR MAR"
1254,51,5,"EL INGENIO",407,"ECUADOR EL ORO MARCABELÍ EL INGENIO","1,8,407,1254","593 07 08 51",ELI,"EC EOR MAR ELI"
1255,50,8,"PASAJE, CABECERA CANTONAL",408,"ECUADOR EL ORO PASAJE PASAJE, CABECERA CANTONAL","1,8,408,1255","593 07 09 50",PAS,"EC EOR PAS PAS"
1256,01,4,BOLÍVAR,408,"ECUADOR EL ORO PASAJE BOLÍVAR","1,8,408,1256","593 07 09 01",BOL,"EC EOR PAS BOL"
1257,02,4,"LOMA DE FRANCO",408,"ECUADOR EL ORO PASAJE LOMA DE FRANCO","1,8,408,1257","593 07 09 02",LOM,"EC EOR PAS LOM"
1258,03,4,"OCHOA LEÓN (MATRIZ)",408,"ECUADOR EL ORO PASAJE OCHOA LEÓN (MATRIZ)","1,8,408,1258","593 07 09 03",OCH,"EC EOR PAS OCH"
1259,04,4,"TRES CERRITOS",408,"ECUADOR EL ORO PASAJE TRES CERRITOS","1,8,408,1259","593 07 09 04",TRE,"EC EOR PAS TRE"
1260,51,5,BUENAVISTA,408,"ECUADOR EL ORO PASAJE BUENAVISTA","1,8,408,1260","593 07 09 51",BUE,"EC EOR PAS BUE"
1261,52,5,CASACAY,408,"ECUADOR EL ORO PASAJE CASACAY","1,8,408,1261","593 07 09 52",CAS,"EC EOR PAS CAS"
1262,53,5,"LA PEAÑA",408,"ECUADOR EL ORO PASAJE LA PEAÑA","1,8,408,1262","593 07 09 53",LAP,"EC EOR PAS LAP"
1263,54,5,PROGRESO,408,"ECUADOR EL ORO PASAJE PROGRESO","1,8,408,1263","593 07 09 54",PRO,"EC EOR PAS PRO"
1264,55,5,UZHCURRUMI,408,"ECUADOR EL ORO PASAJE UZHCURRUMI","1,8,408,1264","593 07 09 55",UZH,"EC EOR PAS UZH"
1265,56,5,"CAÑAQUEMADA ",408,"ECUADOR EL ORO PASAJE CAÑAQUEMADA ","1,8,408,1265","593 07 09 56",CAÑ,"EC EOR PAS CAÑ"
1266,50,8,"PIÑAS, CABECERA CANTONAL",409,"ECUADOR EL ORO PIÑAS PIÑAS, CABECERA CANTONAL","1,8,409,1266","593 07 10 50",PIÑ,"EC EOR PIÑ PIÑ"
1267,01,4,"LA MATRIZ",409,"ECUADOR EL ORO PIÑAS LA MATRIZ","1,8,409,1267","593 07 10 01",LAM,"EC EOR PIÑ LAM"
1268,02,4,"LA SUSAYA",409,"ECUADOR EL ORO PIÑAS LA SUSAYA","1,8,409,1268","593 07 10 02",LAS,"EC EOR PIÑ LAS"
1269,03,4,"PIÑAS GRANDE",409,"ECUADOR EL ORO PIÑAS PIÑAS GRANDE","1,8,409,1269","593 07 10 03",PIÑ,"EC EOR PIÑ PIÑ"
1270,51,5,"CAPIRO (CAB. EN LA CAPILLA DE CAPIRO)",409,"ECUADOR EL ORO PIÑAS CAPIRO (CAB. EN LA CAPILLA DE CAPIRO)","1,8,409,1270","593 07 10 51",CAP,"EC EOR PIÑ CAP"
1271,52,5,"LA BOCANA",409,"ECUADOR EL ORO PIÑAS LA BOCANA","1,8,409,1271","593 07 10 52",LAB,"EC EOR PIÑ LAB"
1272,53,5,"MOROMORO (CAB. EN EL VADO)",409,"ECUADOR EL ORO PIÑAS MOROMORO (CAB. EN EL VADO)","1,8,409,1272","593 07 10 53",MOR,"EC EOR PIÑ MOR"
1273,54,5,PIEDRAS,409,"ECUADOR EL ORO PIÑAS PIEDRAS","1,8,409,1273","593 07 10 54",PIE,"EC EOR PIÑ PIE"
1274,55,5,"SAN ROQUE (AMBROSIO MALDONADO)",409,"ECUADOR EL ORO PIÑAS SAN ROQUE (AMBROSIO MALDONADO)","1,8,409,1274","593 07 10 55",SAN,"EC EOR PIÑ SAN"
1275,56,5,SARACAY,409,"ECUADOR EL ORO PIÑAS SARACAY","1,8,409,1275","593 07 10 56",SAR,"EC EOR PIÑ SAR"
1276,50,8,"PORTOVELO, CABECERA CANTONAL",410,"ECUADOR EL ORO PORTOVELO PORTOVELO, CABECERA CANTONAL","1,8,410,1276","593 07 11 50",POR,"EC EOR POR POR"
1277,51,5,CURTINCAPA,410,"ECUADOR EL ORO PORTOVELO CURTINCAPA","1,8,410,1277","593 07 11 51",CUR,"EC EOR POR CUR"
1278,52,5,MORALES,410,"ECUADOR EL ORO PORTOVELO MORALES","1,8,410,1278","593 07 11 52",MOR,"EC EOR POR MOR"
1279,53,5,SALATÍ,410,"ECUADOR EL ORO PORTOVELO SALATÍ","1,8,410,1279","593 07 11 53",SAL,"EC EOR POR SAL"
1280,50,8,"SANTA ROSA, CABECERA CANTONAL",411,"ECUADOR EL ORO SANTA ROSA SANTA ROSA, CABECERA CANTONAL","1,8,411,1280","593 07 12 50",SAN,"EC EOR SRO SAN"
1281,01,4,"SANTA ROSA",411,"ECUADOR EL ORO SANTA ROSA SANTA ROSA","1,8,411,1281","593 07 12 01",SAN,"EC EOR SRO SAN"
1282,02,4,"PUERTO JELÍ",411,"ECUADOR EL ORO SANTA ROSA PUERTO JELÍ","1,8,411,1282","593 07 12 02",PUE,"EC EOR SRO PUE"
1283,03,4,"BALNEARIO JAMBELÍ (SATÉLITE)",411,"ECUADOR EL ORO SANTA ROSA BALNEARIO JAMBELÍ (SATÉLITE)","1,8,411,1283","593 07 12 03",BAL,"EC EOR SRO BAL"
1284,04,4,"JUMÓN (SATÉLITE)",411,"ECUADOR EL ORO SANTA ROSA JUMÓN (SATÉLITE)","1,8,411,1284","593 07 12 04",JUM,"EC EOR SRO JUM"
1285,05,4,"NUEVO SANTA ROSA",411,"ECUADOR EL ORO SANTA ROSA NUEVO SANTA ROSA","1,8,411,1285","593 07 12 05",NUE,"EC EOR SRO NUE"
1286,51,5,BELLAVISTA,411,"ECUADOR EL ORO SANTA ROSA BELLAVISTA","1,8,411,1286","593 07 12 51",BEL,"EC EOR SRO BEL"
1287,52,5,JAMBELÍ,411,"ECUADOR EL ORO SANTA ROSA JAMBELÍ","1,8,411,1287","593 07 12 52",JAM,"EC EOR SRO JAM"
1288,53,5,"LA AVANZADA",411,"ECUADOR EL ORO SANTA ROSA LA AVANZADA","1,8,411,1288","593 07 12 53",LAA,"EC EOR SRO LAA"
1289,54,5,"SAN ANTONIO",411,"ECUADOR EL ORO SANTA ROSA SAN ANTONIO","1,8,411,1289","593 07 12 54",SAN,"EC EOR SRO SAN"
1290,55,5,TORATA,411,"ECUADOR EL ORO SANTA ROSA TORATA","1,8,411,1290","593 07 12 55",TOR,"EC EOR SRO TOR"
1291,56,5,VICTORIA,411,"ECUADOR EL ORO SANTA ROSA VICTORIA","1,8,411,1291","593 07 12 56",VIC,"EC EOR SRO VIC"
1292,57,5,BELLAMARÍA,411,"ECUADOR EL ORO SANTA ROSA BELLAMARÍA","1,8,411,1292","593 07 12 57",BEL,"EC EOR SRO BEL"
1293,50,8,"ZARUMA, CABECERA CANTONAL",412,"ECUADOR EL ORO ZARUMA ZARUMA, CABECERA CANTONAL","1,8,412,1293","593 07 13 50",ZAR,"EC EOR ZAR ZAR"
1294,51,5,ABAÑÍN,412,"ECUADOR EL ORO ZARUMA ABAÑÍN","1,8,412,1294","593 07 13 51",ABA,"EC EOR ZAR ABA"
1295,52,5,ARCAPAMBA,412,"ECUADOR EL ORO ZARUMA ARCAPAMBA","1,8,412,1295","593 07 13 52",ARC,"EC EOR ZAR ARC"
1296,53,5,GUANAZÁN,412,"ECUADOR EL ORO ZARUMA GUANAZÁN","1,8,412,1296","593 07 13 53",GUA,"EC EOR ZAR GUA"
1297,54,5,GUIZHAGUIÑA,412,"ECUADOR EL ORO ZARUMA GUIZHAGUIÑA","1,8,412,1297","593 07 13 54",GUI,"EC EOR ZAR GUI"
1298,55,5,HUERTAS,412,"ECUADOR EL ORO ZARUMA HUERTAS","1,8,412,1298","593 07 13 55",HUE,"EC EOR ZAR HUE"
1299,56,5,MALVAS,412,"ECUADOR EL ORO ZARUMA MALVAS","1,8,412,1299","593 07 13 56",MAL,"EC EOR ZAR MAL"
1300,57,5,"MULUNCAY GRANDE",412,"ECUADOR EL ORO ZARUMA MULUNCAY GRANDE","1,8,412,1300","593 07 13 57",MUL,"EC EOR ZAR MUL"
1301,58,5,SINSAO,412,"ECUADOR EL ORO ZARUMA SINSAO","1,8,412,1301","593 07 13 58",SIN,"EC EOR ZAR SIN"
1302,59,5,SALVIAS,412,"ECUADOR EL ORO ZARUMA SALVIAS","1,8,412,1302","593 07 13 59",SAL,"EC EOR ZAR SAL"
1303,50,8,"LA VICTORIA, CABECERA CANTONAL",413,"ECUADOR EL ORO LAS LAJAS LA VICTORIA, CABECERA CANTONAL","1,8,413,1303","593 07 14 50",LAV,"EC EOR LLA LAV"
1304,01,4,"LA VICTORIA",413,"ECUADOR EL ORO LAS LAJAS LA VICTORIA","1,8,413,1304","593 07 14 01",LAV,"EC EOR LLA LAV"
1305,02,4,PLATANILLOS,413,"ECUADOR EL ORO LAS LAJAS PLATANILLOS","1,8,413,1305","593 07 14 02",PLA,"EC EOR LLA PLA"
1306,03,4,"VALLE HERMOSO",413,"ECUADOR EL ORO LAS LAJAS VALLE HERMOSO","1,8,413,1306","593 07 14 03",VAL,"EC EOR LLA VAL"
1307,51,5,"LA LIBERTAD",413,"ECUADOR EL ORO LAS LAJAS LA LIBERTAD","1,8,413,1307","593 07 14 51",LAL,"EC EOR LLA LAL"
1308,52,5,"EL PARAÍSO ",413,"ECUADOR EL ORO LAS LAJAS EL PARAÍSO ","1,8,413,1308","593 07 14 52",ELP,"EC EOR LLA ELP"
1309,53,5,"SAN ISIDRO",413,"ECUADOR EL ORO LAS LAJAS SAN ISIDRO","1,8,413,1309","593 07 14 53",SAN,"EC EOR LLA SAN"
1310,50,8,"GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL",55,"ECUADOR GUAYAS GUAYAQUIL GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL","1,10,55,1310","593 09 01 50",GUA,"EC GUY UYE GUA"
1311,01,4,AYACUCHO,55,"ECUADOR GUAYAS GUAYAQUIL AYACUCHO","1,10,55,1311","593 09 01 01",AYA,"EC GUY UYE AYA"
1312,02,4,"BOLÍVAR  (SAGRARIO) ",55,"ECUADOR GUAYAS GUAYAQUIL BOLÍVAR  (SAGRARIO) ","1,10,55,1312","593 09 01 02",BOL,"EC GUY UYE BOL"
1313,03,4,"CARBO (CONCEPCIÓN) ",55,"ECUADOR GUAYAS GUAYAQUIL CARBO (CONCEPCIÓN) ","1,10,55,1313","593 09 01 03",CAR,"EC GUY UYE CAR"
1314,04,4,"FEBRES CORDERO",55,"ECUADOR GUAYAS GUAYAQUIL FEBRES CORDERO","1,10,55,1314","593 09 01 04",FEB,"EC GUY UYE FEB"
1315,05,4,"GARCÍA MORENO",55,"ECUADOR GUAYAS GUAYAQUIL GARCÍA MORENO","1,10,55,1315","593 09 01 05",GAR,"EC GUY UYE GAR"
1316,06,4,LETAMENDI,55,"ECUADOR GUAYAS GUAYAQUIL LETAMENDI","1,10,55,1316","593 09 01 06",LET,"EC GUY UYE LET"
1317,07,4,"NUEVE DE OCTUBRE",55,"ECUADOR GUAYAS GUAYAQUIL NUEVE DE OCTUBRE","1,10,55,1317","593 09 01 07",NUE,"EC GUY UYE NUE"
1318,08,4,"OLMEDO  (SAN ALEJO) ",55,"ECUADOR GUAYAS GUAYAQUIL OLMEDO  (SAN ALEJO) ","1,10,55,1318","593 09 01 08",OLM,"EC GUY UYE OLM"
1319,09,4,ROCA,55,"ECUADOR GUAYAS GUAYAQUIL ROCA","1,10,55,1319","593 09 01 09",ROC,"EC GUY UYE ROC"
1320,10,4,ROCAFUERTE,55,"ECUADOR GUAYAS GUAYAQUIL ROCAFUERTE","1,10,55,1320","593 09 01 10",ROC,"EC GUY UYE ROC"
1321,11,4,SUCRE,55,"ECUADOR GUAYAS GUAYAQUIL SUCRE","1,10,55,1321","593 09 01 11",SUC,"EC GUY UYE SUC"
1322,12,4,TARQUI,55,"ECUADOR GUAYAS GUAYAQUIL TARQUI","1,10,55,1322","593 09 01 12",TAR,"EC GUY UYE TAR"
1323,13,4,URDANETA,55,"ECUADOR GUAYAS GUAYAQUIL URDANETA","1,10,55,1323","593 09 01 13",URD,"EC GUY UYE URD"
1324,14,4,XIMENA,55,"ECUADOR GUAYAS GUAYAQUIL XIMENA","1,10,55,1324","593 09 01 14",XIM,"EC GUY UYE XIM"
1325,15,4,PASCUALES,55,"ECUADOR GUAYAS GUAYAQUIL PASCUALES","1,10,55,1325","593 09 01 15",PAS,"EC GUY UYE PAS"
1326,52,5,"JUAN GÓMEZ RENDÓN (PROGRESO) ",55,"ECUADOR GUAYAS GUAYAQUIL JUAN GÓMEZ RENDÓN (PROGRESO) ","1,10,55,1326","593 09 01 52",JUA,"EC GUY UYE JUA"
1327,53,5,MORRO,55,"ECUADOR GUAYAS GUAYAQUIL MORRO","1,10,55,1327","593 09 01 53",MOR,"EC GUY UYE MOR"
1328,56,5,POSORJA,55,"ECUADOR GUAYAS GUAYAQUIL POSORJA","1,10,55,1328","593 09 01 56",POS,"EC GUY UYE POS"
1329,57,5,PUNÁ,55,"ECUADOR GUAYAS GUAYAQUIL PUNÁ","1,10,55,1329","593 09 01 57",PUN,"EC GUY UYE PUN"
1330,58,5,TENGUEL,55,"ECUADOR GUAYAS GUAYAQUIL TENGUEL","1,10,55,1330","593 09 01 58",TEN,"EC GUY UYE TEN"
1331,50,8,"ALFREDO BAQUERIZO MORENO (JUJÁN), CABECERA CANTONAL",451,"ECUADOR GUAYAS ALFREDO BAQUERIZO MORENO (JUJÁN) ALFREDO BAQUERIZO MORENO (JUJÁN), CABECERA CANTONAL","1,10,451,1331","593 09 02 50",ALF,"EC GUA ABM ALF"
1332,50,8,"BALAO, CABECERA CANTONAL",452,"ECUADOR GUAYAS BALAO BALAO, CABECERA CANTONAL","1,10,452,1332","593 09 03 50",BAL,"EC GUA BAO BAL"
