ID_TERRITORIO,CODIGO,ID_NIVEL_TERRITORIAL,DESCRIPCION,ID_TERRITORIO_PADRE,PATH_DESCRIPCION,PATH_ID,PATH_CODIGO,NOMECLATURA,PATH_NOMECLATURA
3115,51,5,CHUGCHILLÁN,3071,"ECUADOR COTOPAXI SIGCHOS CHUGCHILLÁN","1,6,3071,3115","593 05 07 51",NULL,NULL
3116,52,5,ISINLIVÍ,3071,"ECUADOR COTOPAXI SIGCHOS ISINLIVÍ","1,6,3071,3116","593 05 07 52",NULL,NULL
3117,50,8,"SIGCHOS, CABECERA CANTONAL",3071,"ECUADOR COTOPAXI SIGCHOS SIGCHOS, CABECERA CANTONAL","1,6,3071,3117","593 05 07 50",NULL,NULL
3118,53,5,"LAS PAMPAS",3071,"ECUADOR COTOPAXI SIGCHOS LAS PAMPAS","1,6,3071,3118","593 05 07 53",NULL,NULL
3119,54,5,"PALO QUEMADO",3071,"ECUADOR COTOPAXI SIGCHOS PALO QUEMADO","1,6,3071,3119","593 05 07 54",NULL,NULL
3120,01,3,IBARRA,11,"ECUADOR IMBABURA IBARRA","1,11,3120","593 10 01",NULL,NULL
3121,02,3,"ANTONIO ANTE",11,"ECUADOR IMBABURA ANTONIO ANTE","1,11,3121","593 10 02",NULL,NULL
3122,03,3,COTACACHI,11,"ECUADOR IMBABURA COTACACHI","1,11,3122","593 10 03",NULL,NULL
3123,04,3,OTAVALO,11,"ECUADOR IMBABURA OTAVALO","1,11,3123","593 10 04",NULL,NULL
3124,05,3,PIMAMPIRO,11,"ECUADOR IMBABURA PIMAMPIRO","1,11,3124","593 10 05",NULL,NULL
3125,06,3,"SAN MIGUEL DE URCUQUÍ",11,"ECUADOR IMBABURA SAN MIGUEL DE URCUQUÍ","1,11,3125","593 10 06",NULL,NULL
3126,04,4,"SAN FRANCISCO",3120,"ECUADOR IMBABURA IBARRA SAN FRANCISCO","1,11,3120 3126","593 10 01 04",NULL,NULL
3127,01,4,CARANQUI,3120,"ECUADOR IMBABURA IBARRA CARANQUI","1,11,3120 3127","593 10 01 01",NULL,NULL
3128,50,8,"SAN MIGUEL DE IBARRA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",3120,"ECUADOR IMBABURA IBARRA SAN MIGUEL DE IBARRA, CABECERA CANTONAL Y CAPITAL PROVINCIAL","1,11,3120 3128","593 10 01 50",NULL,NULL
3129,02,4,"GUAYAQUIL DE ALPACHACA",3120,"ECUADOR IMBABURA IBARRA GUAYAQUIL DE ALPACHACA","1,11,3120 3129","593 10 01 02",NULL,NULL
3130,03,4,SAGRARIO,3120,"ECUADOR IMBABURA IBARRA SAGRARIO","1,11,3120 3130","593 10 01 03",NULL,NULL
3131,05,4,"LA DOLOROSA DEL PRIORATO",3120,"ECUADOR IMBABURA IBARRA LA DOLOROSA DEL PRIORATO","1,11,3120 3131","593 10 01 05",NULL,NULL
3132,51,5,AMBUQUÍ,3120,"ECUADOR IMBABURA IBARRA AMBUQUÍ","1,11,3120 3132","593 10 01 51",NULL,NULL
3133,53,5,CAROLINA,3120,"ECUADOR IMBABURA IBARRA CAROLINA","1,11,3120 3133","593 10 01 53",NULL,NULL
3134,52,5,ANGOCHAGUA,3120,"ECUADOR IMBABURA IBARRA ANGOCHAGUA","1,11,3120 3134","593 10 01 52",NULL,NULL
3135,55,5,LITA,3120,"ECUADOR IMBABURA IBARRA LITA","1,11,3120 3135","593 10 01 55",NULL,NULL
3136,56,5,SALINAS,3120,"ECUADOR IMBABURA IBARRA SALINAS","1,11,3120 3136","593 10 01 56",NULL,NULL
3137,57,5,"SAN ANTONIO",3120,"ECUADOR IMBABURA IBARRA SAN ANTONIO","1,11,3120 3137","593 10 01 57",NULL,NULL
3138,54,5,"LA ESPERANZA",3120,"ECUADOR IMBABURA IBARRA LA ESPERANZA","1,11,3120 3138","593 10 01 54",NULL,NULL
3139,52,5,"SAN FRANCISCO DE NATABUELA",3121,"ECUADOR IMBABURA ANTONIO ANTE SAN FRANCISCO DE NATABUELA","1,11,3121 3139","593 10 02 52",NULL,NULL
3140,01,4,"ANDRADE MARÍN  (LOURDES) ",3121,"ECUADOR IMBABURA ANTONIO ANTE ANDRADE MARÍN  (LOURDES) ","1,11,3121 3140","593 10 02 01",NULL,NULL
3141,02,4,ATUNTAQUI,3121,"ECUADOR IMBABURA ANTONIO ANTE ATUNTAQUI","1,11,3121 3141","593 10 02 02",NULL,NULL
3142,50,8,"ATUNTAQUI, CABECERA CANTONAL",3121,"ECUADOR IMBABURA ANTONIO ANTE ATUNTAQUI, CABECERA CANTONAL","1,11,3121 3142","593 10 02 50",NULL,NULL
3143,51,5,"IMBAYA (SAN LUIS DE COBUENDO) ",3121,"ECUADOR IMBABURA ANTONIO ANTE IMBAYA (SAN LUIS DE COBUENDO) ","1,11,3121 3143","593 10 02 51",NULL,NULL
3144,53,5,"SAN JOSÉ DE CHALTURA",3121,"ECUADOR IMBABURA ANTONIO ANTE SAN JOSÉ DE CHALTURA","1,11,3121 3144","593 10 02 53",NULL,NULL
3145,54,5,"SAN ROQUE",3121,"ECUADOR IMBABURA ANTONIO ANTE SAN ROQUE","1,11,3121 3145","593 10 02 54",NULL,NULL
3146,50,8,"COTACACHI, CABECERA CANTONAL",3122,"ECUADOR IMBABURA COTACACHI COTACACHI, CABECERA CANTONAL","1,11,3122 3146","593 10 03 50",NULL,NULL
3147,01,4,SAGRARIO,3122,"ECUADOR IMBABURA COTACACHI SAGRARIO","1,11,3122 3147","593 10 03 01",NULL,NULL
3148,02,4,"SAN FRANCISCO",3122,"ECUADOR IMBABURA COTACACHI SAN FRANCISCO","1,11,3122 3148","593 10 03 02",NULL,NULL
3149,52,5,"GARCÍA MORENO  (LLURIMAGUA) ",3122,"ECUADOR IMBABURA COTACACHI GARCÍA MORENO  (LLURIMAGUA) ","1,11,3122 3149","593 10 03 52",NULL,NULL
3150,51,5,APUELA,3122,"ECUADOR IMBABURA COTACACHI APUELA","1,11,3122 3150","593 10 03 51",NULL,NULL
3151,53,5,IMANTAG,3122,"ECUADOR IMBABURA COTACACHI IMANTAG","1,11,3122 3151","593 10 03 53",NULL,NULL
3152,55,5,"PLAZA GUTIÉRREZ  (CALVARIO) ",3122,"ECUADOR IMBABURA COTACACHI PLAZA GUTIÉRREZ  (CALVARIO) ","1,11,3122 3152","593 10 03 55",NULL,NULL
3153,56,5,QUIROGA,3122,"ECUADOR IMBABURA COTACACHI QUIROGA","1,11,3122 3153","593 10 03 56",NULL,NULL
3154,54,5,PEÑAHERRERA,3122,"ECUADOR IMBABURA COTACACHI PEÑAHERRERA","1,11,3122 3154","593 10 03 54",NULL,NULL
3155,58,5,"VACAS GALINDO (EL CHURO) (CAB.EN SAN MIGUEL ALTO)",3122,"ECUADOR IMBABURA COTACACHI VACAS GALINDO (EL CHURO) (CAB.EN SAN MIGUEL ALTO)","1,11,3122 3155","593 10 03 58",NULL,NULL
3156,57,5,"6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE)",3122,"ECUADOR IMBABURA COTACACHI 6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE)","1,11,3122 3156","593 10 03 57",NULL,NULL
3157,50,8,"OTAVALO, CABECERA CANTONAL",3123,"ECUADOR IMBABURA OTAVALO OTAVALO, CABECERA CANTONAL","1,11,3123 3157","593 10 04 50",NULL,NULL
3158,01,4,JORDÁN,3123,"ECUADOR IMBABURA OTAVALO JORDÁN","1,11,3123 3158","593 10 04 01",NULL,NULL
3159,02,4,"SAN LUIS",3123,"ECUADOR IMBABURA OTAVALO SAN LUIS","1,11,3123 3159","593 10 04 02",NULL,NULL
3160,51,5,"DR. MIGUEL EGAS CABEZAS (PEGUCHE) ",3123,"ECUADOR IMBABURA OTAVALO DR. MIGUEL EGAS CABEZAS (PEGUCHE) ","1,11,3123 3160","593 10 04 51",NULL,NULL
3161,53,5,"GONZÁLEZ SUÁREZ",3123,"ECUADOR IMBABURA OTAVALO GONZÁLEZ SUÁREZ","1,11,3123 3161","593 10 04 53",NULL,NULL
3162,57,5,"SAN PABLO",3123,"ECUADOR IMBABURA OTAVALO SAN PABLO","1,11,3123 3162","593 10 04 57",NULL,NULL
3163,54,5,PATAQUÍ,3123,"ECUADOR IMBABURA OTAVALO PATAQUÍ","1,11,3123 3163","593 10 04 54",NULL,NULL
3164,55,5,"SAN JOSÉ DE QUICHINCHE ",3123,"ECUADOR IMBABURA OTAVALO SAN JOSÉ DE QUICHINCHE ","1,11,3123 3164","593 10 04 55",NULL,NULL
3165,58,5,"SAN RAFAEL",3123,"ECUADOR IMBABURA OTAVALO SAN RAFAEL","1,11,3123 3165","593 10 04 58",NULL,NULL
3166,59,5,"SELVA ALEGRE (CAB.EN SAN MIGUEL DE PAMPLONA)",3123,"ECUADOR IMBABURA OTAVALO SELVA ALEGRE (CAB.EN SAN MIGUEL DE PAMPLONA)","1,11,3123 3166","593 10 04 59",NULL,NULL
3167,56,5,"SAN JUAN DE ILUMÁN",3123,"ECUADOR IMBABURA OTAVALO SAN JUAN DE ILUMÁN","1,11,3123 3167","593 10 04 56",NULL,NULL
3168,52,5,"EUGENIO ESPEJO (CALPAQUÍ) ",3123,"ECUADOR IMBABURA OTAVALO EUGENIO ESPEJO (CALPAQUÍ) ","1,11,3123 3168","593 10 04 52",NULL,NULL
3169,50,8,"PIMAMPIRO, CABECERA CANTONAL",3124,"ECUADOR IMBABURA PIMAMPIRO PIMAMPIRO, CABECERA CANTONAL","1,11,3124 3169","593 10 05 50",NULL,NULL
3170,53,5,"SAN FRANCISCO DE SIGSIPAMBA",3124,"ECUADOR IMBABURA PIMAMPIRO SAN FRANCISCO DE SIGSIPAMBA","1,11,3124 3170","593 10 05 53",NULL,NULL
3171,51,5,CHUGÁ,3124,"ECUADOR IMBABURA PIMAMPIRO CHUGÁ","1,11,3124 3171","593 10 05 51",NULL,NULL
3172,52,5,"MARIANO ACOSTA",3124,"ECUADOR IMBABURA PIMAMPIRO MARIANO ACOSTA","1,11,3124 3172","593 10 05 52",NULL,NULL
3173,50,8,"URCUQUÍ CABECERA CANTONAL",3125,"ECUADOR IMBABURA SAN MIGUEL DE URCUQUÍ URCUQUÍ CABECERA CANTONAL","1,11,3125 3173","593 10 06 50",NULL,NULL
3174,52,5,"LA MERCED DE BUENOS AIRES",3125,"ECUADOR IMBABURA SAN MIGUEL DE URCUQUÍ LA MERCED DE BUENOS AIRES","1,11,3125 3174","593 10 06 52",NULL,NULL
3175,55,5,TUMBABIRO,3125,"ECUADOR IMBABURA SAN MIGUEL DE URCUQUÍ TUMBABIRO","1,11,3125 3175","593 10 06 55",NULL,NULL
3176,54,5,"SAN BLAS",3125,"ECUADOR IMBABURA SAN MIGUEL DE URCUQUÍ SAN BLAS","1,11,3125 3176","593 10 06 54",NULL,NULL
3177,51,5,CAHUASQUÍ,3125,"ECUADOR IMBABURA SAN MIGUEL DE URCUQUÍ CAHUASQUÍ","1,11,3125 3177","593 10 06 51",NULL,NULL
3178,01,3,LOJA,12,"ECUADOR LOJA LOJA ","1,12,3178","593 11 01",NULL,NULL
3179,02,3,"CALVAS ",12,"ECUADOR LOJA CALVAS ","1,12,3179","593 11 02",NULL,NULL
3180,03,3,"CATAMAYO ",12,"ECUADOR LOJA CATAMAYO ","1,12,3180","593 11 03",NULL,NULL
3181,04,3,"CELICA ",12,"ECUADOR LOJA CELICA ","1,12,3181","593 11 04",NULL,NULL
3182,05,3,"CHAGUARPAMBA ",12,"ECUADOR LOJA CHAGUARPAMBA ","1,12,3182","593 11 05",NULL,NULL
3183,06,3,"ESPÍNDOLA ",12,"ECUADOR LOJA ESPÍNDOLA ","1,12,3183","593 11 06",NULL,NULL
3184,07,3,"GONZANAMÁ ",12,"ECUADOR LOJA GONZANAMÁ ","1,12,3184","593 11 07",NULL,NULL
3185,08,3,"MACARÁ ",12,"ECUADOR LOJA MACARÁ ","1,12,3185","593 11 08",NULL,NULL
3186,09,3,PALTAS,12,"ECUADOR LOJA PALTAS","1,12,3186","593 11 09",NULL,NULL
3187,10,3,PUYANGO,12,"ECUADOR LOJA PUYANGO","1,12,3187","593 11 10",NULL,NULL
3188,11,3,SARAGURO,12,"ECUADOR LOJA SARAGURO","1,12,3188","593 11 11",NULL,NULL
3189,12,3,SOZORANGA,12,"ECUADOR LOJA SOZORANGA","1,12,3189","593 11 12",NULL,NULL
3190,13,3,ZAPOTILLO,12,"ECUADOR LOJA ZAPOTILLO","1,12,3190","593 11 13",NULL,NULL
3191,14,3,PINDAL,12,"ECUADOR LOJA PINDAL","1,12,3191","593 11 14",NULL,NULL
3192,15,3,QUILANGA,12,"ECUADOR LOJA QUILANGA","1,12,3192","593 11 15",NULL,NULL
3193,16,3,OLMEDO,12,"ECUADOR LOJA OLMEDO","1,12,3193","593 11 16",NULL,NULL
3194,50,8,"LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL",3178,"ECUADOR LOJA LOJA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL","1,12,3178 3194","593 11 01 50",NULL,NULL
3195,01,4,"EL SAGRARIO",3178,"ECUADOR LOJA LOJA EL SAGRARIO","1,12,3178 3195","593 11 01 01",NULL,NULL
3196,02,4,"SAN SEBASTIÁN",3178,"ECUADOR LOJA LOJA SAN SEBASTIÁN","1,12,3178 3196","593 11 01 02",NULL,NULL
3197,04,4,VALLE,3178,"ECUADOR LOJA LOJA VALLE","1,12,3178 3197","593 11 01 04",NULL,NULL
3198,03,4,SUCRE,3178,"ECUADOR LOJA LOJA SUCRE","1,12,3178 3198","593 11 01 03",NULL,NULL
3199,55,5,JIMBILLA,3178,"ECUADOR LOJA LOJA JIMBILLA","1,12,3178 3199","593 11 01 55",NULL,NULL
3200,53,5,"EL CISNE",3178,"ECUADOR LOJA LOJA EL CISNE","1,12,3178 3200","593 11 01 53",NULL,NULL
3201,51,5,CHANTACO,3178,"ECUADOR LOJA LOJA CHANTACO","1,12,3178 3201","593 11 01 51",NULL,NULL
3202,54,5,GUALEL,3178,"ECUADOR LOJA LOJA GUALEL","1,12,3178 3202","593 11 01 54",NULL,NULL
3203,52,5,CHUQUIRIBAMBA,3178,"ECUADOR LOJA LOJA CHUQUIRIBAMBA","1,12,3178 3203","593 11 01 52",NULL,NULL
3204,57,5,"SAN LUCAS",3178,"ECUADOR LOJA LOJA SAN LUCAS","1,12,3178 3204","593 11 01 57",NULL,NULL
3205,56,5,"MALACATOS (VALLADOLID) ",3178,"ECUADOR LOJA LOJA MALACATOS (VALLADOLID) ","1,12,3178 3205","593 11 01 56",NULL,NULL
3206,58,5,"SAN PEDRO DE VILCABAMBA",3178,"ECUADOR LOJA LOJA SAN PEDRO DE VILCABAMBA","1,12,3178 3206","593 11 01 58",NULL,NULL
3207,60,5,"TAQUIL (MIGUEL RIOFRÍO)",3178,"ECUADOR LOJA LOJA TAQUIL (MIGUEL RIOFRÍO)","1,12,3178 3207","593 11 01 60",NULL,NULL
3208,59,5,SANTIAGO,3178,"ECUADOR LOJA LOJA SANTIAGO","1,12,3178 3208","593 11 01 59",NULL,NULL
3209,62,5,"YANGANA (ARSENIO CASTILLO)",3178,"ECUADOR LOJA LOJA YANGANA (ARSENIO CASTILLO)","1,12,3178 3209","593 11 01 62",NULL,NULL
3210,63,5,QUINARA,3178,"ECUADOR LOJA LOJA QUINARA","1,12,3178 3210","593 11 01 63",NULL,NULL
3211,61,5,"VILCABAMBA  (VICTORIA)",3178,"ECUADOR LOJA LOJA VILCABAMBA  (VICTORIA)","1,12,3178 3211","593 11 01 61",NULL,NULL
3212,50,8,"CARIAMANGA, CABECERA CANTONAL",3179,"ECUADOR LOJA CALVAS CARIAMANGA, CABECERA CANTONAL","1,12,3179 3212","593 11 02 50",NULL,NULL
3213,02,4,CHILE,3179,"ECUADOR LOJA CALVAS CHILE","1,12,3179 3213","593 11 02 02",NULL,NULL
3214,51,5,COLAISACA,3179,"ECUADOR LOJA CALVAS COLAISACA","1,12,3179 3214","593 11 02 51",NULL,NULL
3215,03,4,"SAN VICENTE",3179,"ECUADOR LOJA CALVAS SAN VICENTE","1,12,3179 3215","593 11 02 03",NULL,NULL
3216,52,5,"EL LUCERO",3179,"ECUADOR LOJA CALVAS EL LUCERO","1,12,3179 3216","593 11 02 52",NULL,NULL
3217,53,5,UTUANA,3179,"ECUADOR LOJA CALVAS UTUANA","1,12,3179 3217","593 11 02 53",NULL,NULL
3218,54,5,SANGUILLÍN,3179,"ECUADOR LOJA CALVAS SANGUILLÍN","1,12,3179 3218","593 11 02 54",NULL,NULL
3219,01,4,CARIAMANGA,3179,"ECUADOR LOJA CALVAS CARIAMANGA","1,12,3179 3219","593 11 02 01",NULL,NULL
3220,50,8,"CATAMAYO (LA TOMA), CABECERA CANTONAL",3180,"ECUADOR LOJA CATAMAYO CATAMAYO (LA TOMA), CABECERA CANTONAL","1,12,3180 3220","593 11 03 50",NULL,NULL
3221,01,4,CATAMAYO,3180,"ECUADOR LOJA CATAMAYO CATAMAYO","1,12,3180 3221","593 11 03 01",NULL,NULL
3222,53,5,"SAN PEDRO DE LA BENDITA",3180,"ECUADOR LOJA CATAMAYO SAN PEDRO DE LA BENDITA","1,12,3180 3222","593 11 03 53",NULL,NULL
3223,02,4,"SAN JOSÉ",3180,"ECUADOR LOJA CATAMAYO SAN JOSÉ","1,12,3180 3223","593 11 03 02",NULL,NULL
3224,51,5,"EL TAMBO",3180,"ECUADOR LOJA CATAMAYO EL TAMBO","1,12,3180 3224","593 11 03 51",NULL,NULL
3225,54,5,ZAMBI,3180,"ECUADOR LOJA CATAMAYO ZAMBI","1,12,3180 3225","593 11 03 54",NULL,NULL
3226,52,5,GUAYQUICHUMA,3180,"ECUADOR LOJA CATAMAYO GUAYQUICHUMA","1,12,3180 3226","593 11 03 52",NULL,NULL
3227,50,8,"CELICA, CABECERA CANTONAL",3181,"ECUADOR LOJA CELICA CELICA, CABECERA CANTONAL","1,12,3181 3227","593 11 04 50",NULL,NULL
3228,57,5,"TNTE. MAXIMILIANO RODRÍGUEZ LOAIZA ",3181,"ECUADOR LOJA CELICA TNTE. MAXIMILIANO RODRÍGUEZ LOAIZA ","1,12,3181 3228","593 11 04 57",NULL,NULL
3229,55,5,"POZUL (SAN JUAN DE POZUL)",3181,"ECUADOR LOJA CELICA POZUL (SAN JUAN DE POZUL)","1,12,3181 3229","593 11 04 55",NULL,NULL
3230,51,5,"CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE)",3181,"ECUADOR LOJA CELICA CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE)","1,12,3181 3230","593 11 04 51",NULL,NULL
3231,56,5,SABANILLA,3181,"ECUADOR LOJA CELICA SABANILLA","1,12,3181 3231","593 11 04 56",NULL,NULL
3232,50,8,"CHAGUARPAMBA, CABECERA CANTONAL",3182,"ECUADOR LOJA CHAGUARPAMBA CHAGUARPAMBA, CABECERA CANTONAL","1,12,3182 3232","593 11 05 50",NULL,NULL
3233,52,5,"EL ROSARIO",3182,"ECUADOR LOJA CHAGUARPAMBA EL ROSARIO","1,12,3182 3233","593 11 05 52",NULL,NULL
3234,51,5,BUENAVISTA,3182,"ECUADOR LOJA CHAGUARPAMBA BUENAVISTA","1,12,3182 3234","593 11 05 51",NULL,NULL
3235,53,5,"SANTA RUFINA",3182,"ECUADOR LOJA CHAGUARPAMBA SANTA RUFINA","1,12,3182 3235","593 11 05 53",NULL,NULL
3236,54,5,AMARILLOS,3182,"ECUADOR LOJA CHAGUARPAMBA AMARILLOS","1,12,3182 3236","593 11 05 54",NULL,NULL
3237,50,8,"AMALUZA, CABECERA CANTONAL",3183,"ECUADOR LOJA ESPÍNDOLA AMALUZA, CABECERA CANTONAL","1,12,3183 3237","593 11 06 50",NULL,NULL
3238,51,5,BELLAVISTA,3183,"ECUADOR LOJA ESPÍNDOLA BELLAVISTA","1,12,3183 3238","593 11 06 51",NULL,NULL
3239,52,5,JIMBURA,3183,"ECUADOR LOJA ESPÍNDOLA JIMBURA","1,12,3183 3239","593 11 06 52",NULL,NULL
3240,54,5,"27 DE ABRIL (CAB. EN LA NARANJA) ",3183,"ECUADOR LOJA ESPÍNDOLA 27 DE ABRIL (CAB. EN LA NARANJA) ","1,12,3183 3240","593 11 06 54",NULL,NULL
3241,56,5,"EL AIRO",3183,"ECUADOR LOJA ESPÍNDOLA EL AIRO","1,12,3183 3241","593 11 06 56",NULL,NULL
3242,55,5,"EL INGENIO",3183,"ECUADOR LOJA ESPÍNDOLA EL INGENIO","1,12,3183 3242","593 11 06 55",NULL,NULL
3243,53,5,"SANTA TERESITA",3183,"ECUADOR LOJA ESPÍNDOLA SANTA TERESITA","1,12,3183 3243","593 11 06 53",NULL,NULL
3244,50,8,"GONZANAMÁ, CABECERA CANTONAL",3184,"ECUADOR LOJA GONZANAMÁ GONZANAMÁ, CABECERA CANTONAL","1,12,3184 3244","593 11 07 50",NULL,NULL
3245,57,5,SACAPALCA,3184,"ECUADOR LOJA GONZANAMÁ SACAPALCA","1,12,3184 3245","593 11 07 57",NULL,NULL
3246,54,5,"PURUNUMA (EGUIGUREN) ",3184,"ECUADOR LOJA GONZANAMÁ PURUNUMA (EGUIGUREN) ","1,12,3184 3246","593 11 07 54",NULL,NULL
3247,53,5,NAMBACOLA,3184,"ECUADOR LOJA GONZANAMÁ NAMBACOLA","1,12,3184 3247","593 11 07 53",NULL,NULL
3248,51,5,"CHANGAIMINA (LA LIBERTAD) ",3184,"ECUADOR LOJA GONZANAMÁ CHANGAIMINA (LA LIBERTAD) ","1,12,3184 3248","593 11 07 51",NULL,NULL
3249,53,5,"SABIANGO (LA CAPILLA)",3185,"ECUADOR LOJA MACARÁ SABIANGO (LA CAPILLA)","1,12,3185 3249","593 11 08 53",NULL,NULL
3250,50,8,"MACARÁ, CABECERA CANTONAL",3185,"ECUADOR LOJA MACARÁ MACARÁ, CABECERA CANTONAL","1,12,3185 3250","593 11 08 50",NULL,NULL
3251,01,4,"GENERAL ELOY ALFARO (SAN SEBASTIÁN) ",3185,"ECUADOR LOJA MACARÁ GENERAL ELOY ALFARO (SAN SEBASTIÁN) ","1,12,3185 3251","593 11 08 01",NULL,NULL
3252,51,5,LARAMA,3185,"ECUADOR LOJA MACARÁ LARAMA","1,12,3185 3252","593 11 08 51",NULL,NULL
3253,52,5,"LA VICTORIA",3185,"ECUADOR LOJA MACARÁ LA VICTORIA","1,12,3185 3253","593 11 08 52",NULL,NULL
3254,02,4,"MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA)",3185,"ECUADOR LOJA MACARÁ MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA)","1,12,3185 3254","593 11 08 02",NULL,NULL
3255,50,8,"CATACOCHA, CABECERA CANTONAL",3186,"ECUADOR LOJA PALTAS CATACOCHA, CABECERA CANTONAL","1,12,3186 3255","593 11 09 50",NULL,NULL
3256,01,4,CATACOCHA,3186,"ECUADOR LOJA PALTAS CATACOCHA","1,12,3186 3256","593 11 09 01",NULL,NULL
3257,02,4,LOURDES,3186,"ECUADOR LOJA PALTAS LOURDES","1,12,3186 3257","593 11 09 02",NULL,NULL
3258,52,5,GUACHANAMÁ,3186,"ECUADOR LOJA PALTAS GUACHANAMÁ","1,12,3186 3258","593 11 09 52",NULL,NULL
3259,51,5,CANGONAMÁ,3186,"ECUADOR LOJA PALTAS CANGONAMÁ","1,12,3186 3259","593 11 09 51",NULL,NULL
3260,54,5,"LAURO GUERRERO",3186,"ECUADOR LOJA PALTAS LAURO GUERRERO","1,12,3186 3260","593 11 09 54",NULL,NULL
3261,57,5,"SAN ANTONIO",3186,"ECUADOR LOJA PALTAS SAN ANTONIO","1,12,3186 3261","593 11 09 57",NULL,NULL
3262,59,5,YAMANA,3186,"ECUADOR LOJA PALTAS YAMANA","1,12,3186 3262","593 11 09 59",NULL,NULL
3263,58,5,CASANGA,3186,"ECUADOR LOJA PALTAS CASANGA","1,12,3186 3263","593 11 09 58",NULL,NULL
3264,56,5,ORIANGA,3186,"ECUADOR LOJA PALTAS ORIANGA","1,12,3186 3264","593 11 09 56",NULL,NULL
3265,50,8,"ALAMOR, CABECERA CANTONAL",3187,"ECUADOR LOJA PUYANGO ALAMOR, CABECERA CANTONAL","1,12,3187 3265","593 11 10 50",NULL,NULL
3266,51,5,CIANO,3187,"ECUADOR LOJA PUYANGO CIANO","1,12,3187 3266","593 11 10 51",NULL,NULL
3267,52,5,"EL ARENAL",3187,"ECUADOR LOJA PUYANGO EL ARENAL","1,12,3187 3267","593 11 10 52",NULL,NULL
3268,53,5,"EL LIMO (MARIANA DE JESÚS)",3187,"ECUADOR LOJA PUYANGO EL LIMO (MARIANA DE JESÚS)","1,12,3187 3268","593 11 10 53",NULL,NULL
3269,55,5,VICENTINO,3187,"ECUADOR LOJA PUYANGO VICENTINO","1,12,3187 3269","593 11 10 55",NULL,NULL
3270,54,5,MERCADILLO,3187,"ECUADOR LOJA PUYANGO MERCADILLO","1,12,3187 3270","593 11 10 54",NULL,NULL
3271,51,5,"EL PARAÍSO DE CELÉN",3188,"ECUADOR LOJA SARAGURO EL PARAÍSO DE CELÉN","1,12,3188 3271","593 11 11 51",NULL,NULL
3272,53,5,LLUZHAPA,3188,"ECUADOR LOJA SARAGURO LLUZHAPA","1,12,3188 3272","593 11 11 53",NULL,NULL
3273,54,5,MANÚ,3188,"ECUADOR LOJA SARAGURO MANÚ","1,12,3188 3273","593 11 11 54",NULL,NULL
3274,55,5,"SAN ANTONIO DE QUMBE (CUMBE)",3188,"ECUADOR LOJA SARAGURO SAN ANTONIO DE QUMBE (CUMBE)","1,12,3188 3274","593 11 11 55",NULL,NULL
3275,52,5,"EL TABLÓN  ",3188,"ECUADOR LOJA SARAGURO EL TABLÓN  ","1,12,3188 3275","593 11 11 52",NULL,NULL
3276,59,5,"URDANETA (PAQUISHAPA)",3188,"ECUADOR LOJA SARAGURO URDANETA (PAQUISHAPA)","1,12,3188 3276","593 11 11 59",NULL,NULL
3277,60,5,SUMAYPAMBA,3188,"ECUADOR LOJA SARAGURO SUMAYPAMBA","1,12,3188 3277","593 11 11 60",NULL,NULL
3278,56,5,"SAN PABLO DE TENTA",3188,"ECUADOR LOJA SARAGURO SAN PABLO DE TENTA","1,12,3188 3278","593 11 11 56",NULL,NULL
3279,50,8,"SARAGURO, CABECERA CANTONAL",3188,"ECUADOR LOJA SARAGURO SARAGURO, CABECERA CANTONAL","1,12,3188 3279","593 11 11 50",NULL,NULL
3280,58,5,"SELVA ALEGRE",3188,"ECUADOR LOJA SARAGURO SELVA ALEGRE","1,12,3188 3280","593 11 11 58",NULL,NULL
3281,57,5,"SAN SEBASTIÁN DE YÚLUC",3188,"ECUADOR LOJA SARAGURO SAN SEBASTIÁN DE YÚLUC","1,12,3188 3281","593 11 11 57",NULL,NULL
3282,52,5,TACAMOROS,3189,"ECUADOR LOJA SOZORANGA TACAMOROS","1,12,3189 3282","593 11 12 52",NULL,NULL
3283,51,5,"NUEVA FÁTIMA",3189,"ECUADOR LOJA SOZORANGA NUEVA FÁTIMA","1,12,3189 3283","593 11 12 51",NULL,NULL
3284,50,8,"SOZORANGA, CABECERA CANTONAL",3189,"ECUADOR LOJA SOZORANGA SOZORANGA, CABECERA CANTONAL","1,12,3189 3284","593 11 12 50",NULL,NULL
3285,50,8,"ZAPOTILLO, CABECERA CANTONAL",3190,"ECUADOR LOJA ZAPOTILLO ZAPOTILLO, CABECERA CANTONAL","1,12,3190 3285","593 11 13 50",NULL,NULL
3286,54,5,PALETILLAS,3190,"ECUADOR LOJA ZAPOTILLO PALETILLAS","1,12,3190 3286","593 11 13 54",NULL,NULL
